field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiffjudgment_creditor,PlaintiffJudgment Creditor,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v_1,V 1,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v_2,V 2,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W006,text,text,case_constant,county,0,0,green,Y,,,case_dict,
statement_of_claim,STATEMENT OF CLAIM,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
notice_of_disclosure_hearing,NOTICE OF DISCLOSURE HEARING,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
you_have_been_served_with_a_statement_of_claim_which_means_that_you_are_being_sued_in_small_claims,You have been served with a Statement of Claim which means that you are being sued in Small Claims,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
you_have_been_served_with_a_notice_of_disclosure_which_means_that_you_must_go_to_court_for_a_disclosure,You have been served with a Notice of Disclosure which means that you must go to court for a disclosure,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
arrested_and_losing_some_of_my_rights,arrested and losing some of my rights,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
title_and_authority,title and authority,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
