field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
location,LOCATION,W001,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no_2,Docket No_2,W002,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
name_of_adoptee,Name of Adoptee,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_of_petitioner,Name of Petitioner,W004,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
name_of_petitioner_2,Name of Petitioner_2,W005,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
name,Name,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth,Date of Birth,W007,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
legal_residence,Legal Residence,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mailing_address,Mailing Address,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
telephone,Telephone,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
dateplace_of_marriage,DatePlace of Marriage,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_2,Name_2,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_2,Date of Birth_2,W013,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
legal_residence_2,Legal Residence_2,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mailing_address_2,Mailing Address_2,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
telephone_2,Telephone_2,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
dateplace_of_marriage_2,DatePlace of Marriage_2,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_3,Date of Birth_3,W018,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
place_of_birth,Place of Birth,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
birth_name,Birth Name,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
other_names,Other Names,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
proposed_new_name,Proposed New Name,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
