field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
minor_child,Minor Child,W001,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
undefined,undefined,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W003,text,text,case_constant,county,0,0,green,Y,,,case_dict,
1_petitionerss_namess_dates_of_birth_mmddyyyy_addresses_and_telephone_numbers_1,1 Petitionerss namess dates of birth mmddyyyy addresses and telephone numbers 1,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
children_1,children 1,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
3_relationship_of_petitioners_to_minor_child,3 Relationship of petitioners to minor child,W006,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
there_is_a_case_concerning_the_children_that_is_pending_before_a_maine_district_court_other,There is a case concerning the children that is pending before a Maine District Court other,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
adoption,adoption,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
divorce,divorce,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
parental_rights_and_responsibilities,parental rights and responsibilities,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
grandparents_rights,grandparents rights,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
child_protection,child protection,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
guardianship,guardianship,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
parentage,parentage,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2_case_name,2 Case name,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
juvenile,juvenile,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
other,other,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
change_of_name,change of name,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
termination_of_parental_rights,termination of parental rights,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
3_docket_number,3 Docket Number,W022,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
although_there_is_no_pending_case_in_the_maine_district_court_the_district_court_has_previously,Although there is no pending case in the Maine District Court the District Court has previously,W023,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
guardianship_2,guardianship_2,W024,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
adoption_2,adoption_2,W025,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
name_change_case_or,name change case or,W026,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
other_2,other_2,W027,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
1_district_court_case_name,1 District Court case name,W028,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
2_docket_number,2 Docket Number,W029,text,text,case_constant,docket_no,1,0,green,Y,,,case_dict,
3_transferred_from,3 Transferred from,W030,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
probate_court_to,Probate Court to,W031,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
the_child_was_the_subject_of_an_order_issued_by_the_maine_district_court_that,The child was the subject of an Order issued by the Maine District Court that,W032,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
terminated_parental_rights,Terminated parental rights,W033,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
appointed_a_guardian_including_a_permanency_emergency_or_interim_guardian_this_does,Appointed a guardian including a permanency emergency or interim guardian This does,W034,text,text,party_attr,guardian,1,0,green,Y,,,case_dict,
awarded_parental_rights_to_a_3rd_party_or,Awarded parental rights to a 3rd party or,W035,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
granted_an_adoption,Granted an adoption,W036,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
1_district_court_case_name_2,1 District Court case name_2,W037,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
2_docket_number_2,2 Docket Number_2,W038,text,text,case_constant,docket_no,1,0,green,Y,,,case_dict,
there_is_a,There is a,W039,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
guardianship_3,guardianship_3,W040,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
adoption_3,adoption_3,W041,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
name_change_or,name change or,W042,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
other_matter,other matter,W043,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
has,has,W044,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
has_not_issued_the_final_order,has not issued the final order,W045,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
6_name_date_of_birth_mmddyyyy_address_and_telephone_number_of_all_the_childs_legal_parents_1,6 Name date of birth mmddyyyy address and telephone number of all the childs legal parents 1,W046,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
anyone_else_with_custody_claims_to_the_child_1,anyone else with custody claims to the child 1,W047,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
i_swear_under_penalty_of_perjury_that_the_above_statements_are_true_and_correct_i_understand_that_these,I swear under penalty of perjury that the above statements are true and correct I understand that these,W048,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W049,text,text,narrative_derived,date,2,5,green,,Y,,llm_over_narrative,
undefined_4,undefined_4,W050,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
