field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
undefined,undefined,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
defendant,Defendant,W003,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
undefined_2,undefined_2,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W005,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W006,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
text1,Text1,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
a_small_claims_judgment_was_entered_in_the_amount_of,a small claims judgment was entered in the amount of,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
a_transcript_and_audio_order_form_cvcrjv165_is_attached,A Transcript and Audio Order Form CVCRJV165 is attached,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
no_transcript_of_the_proceedings_is_available_i_agree_to_write_and_file_a_summary_of_the_hearingtrial_a,No transcript of the proceedings is available I agree to write and file a summary of the hearingtrial a,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W011,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text3,Text3,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
signature_of_plaintiff_2,Signature of Plaintiff 2,W014,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
i_do_not_request_a_jury_trial_de_novo_a_new_trial,I do not request a jury trial de novo a new trial,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_do_request_a_jury_trial_de_novo_a_new_trial_the_grounds_legal_reasons_for_my_appeal_are,I do request a jury trial de novo a new trial The grounds legal reasons for my appeal are,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1,1,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2,2,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
maine_judicial_branch_1,MAINE JUDICIAL BRANCH 1,W019,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
maine_judicial_branch_2,MAINE JUDICIAL BRANCH 2,W020,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
transcript_and_audio_order_form_cvcrjv165_is_attached,Transcript and Audio Order Form CVCRJV165 is attached,W021,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
no_transcript_of_the_proceedings_is_available_i_agree_to_write_and_file_a_summary_of_the_hearingtrial_a_2,No transcript of the proceedings is available I agree to write and file a summary of the hearingtrial a_2,W022,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
date_mmddyyyy_2,Date mmddyyyy_2,W023,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
undefined_4,undefined_4,W024,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
signature_of_defendant_2,Signature of Defendant 2,W025,text,text,party_attr,defendant,1,0,green,Y,,,case_dict,
text4,Text4,W026,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
