field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
check_box1,Check Box1,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
county,County,W002,text,text,case_constant,county,0,0,green,Y,,,case_dict,
check_box2,Check Box2,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location,Location,W004,text,text,case_constant,county,0,0,green,Y,,,case_dict,
check_box3,Check Box3,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
docket_no,Docket No,W006,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
v,v,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_of_county,name of county,W008,text,text,case_constant,county,1,0,green,Y,,,case_dict,
address,address,W009,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
no_direct_or_indirect_contact,no direct or indirect contact,W010,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
18_have_no_contact_direct_or_indirect_with_the_following_1,18 Have no contact direct or indirect with the following 1,W011,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
18_have_no_contact_direct_or_indirect_with_the_following_2,18 Have no contact direct or indirect with the following 2,W012,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
amount,amount,W013,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
monthly_amount,monthly amount,W014,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
other1,other1,W015,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
36_other,36 Other,W016,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
date,Date,W017,text,text,narrative_derived,date,3,5,green,,Y,,llm_over_narrative,
date_2,Date_2,W018,text,text,narrative_derived,date,3,5,green,,Y,,llm_over_narrative,
date_3,Date_3,W019,text,text,narrative_derived,date,3,5,green,,Y,,llm_over_narrative,
