field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant,Defendant,W002,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
superior_court,Superior Court,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
district_court,District Court,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
county,County,W005,text,text,case_constant,county,0,0,green,Y,,,case_dict,
location_town,Location Town,W006,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W007,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
a_general_other_contract_action_this_case_is_a_breach_of_contract_case_that_is_not_a_collection_action,A General Other Contract Action This case is a breach of contract case that is not a collection action,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
b_debt_collection_action_this_case_is_to_collect_an_alleged_credit_card_debt_student_loan_debt_or_other,B Debt Collection Action  This case is to collect an alleged credit card debt student loan debt or other,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
credit_card_debt_is_alleged,Credit Card Debt is alleged,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
student_loan_debt_is_alleged,Student Loan Debt is alleged,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_swear_under_penalty_of_perjury_that_the_above_statements_are_true_and_correct_i_understand_that_these,I swear under penalty of perjury that the above statements are true and correct I understand that these,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W013,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
attorney_for_plaintiff,Attorney for Plaintiff,W015,text,text,party_attr,attorney,0,0,green,Y,,,case_dict,
printed_name_and_bar_no_if_applicable,Printed name and Bar No if applicable,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
