field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
location,Location,W001,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no_2,Docket No_2,W002,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
in_re,IN RE,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name,Name,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth,Date of birth,W005,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
address,Address,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
employer_name,Employer Name,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
selfemployed,Selfemployed,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_2,Address_2,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
required_i_have_attached_copies_of_my_most_recent_w2_form_and_two_2_pay_stubs_or_tax,Required I have attached copies of my most recent W2 form and two 2 pay stubs or tax,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
a_how_much_did_you_earn_last_year,A How much did you earn last year,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
salary_and_wages_gross_pay,Salary and wages gross pay,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
every,every,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
week,week,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
biweekly,biweekly,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
month,month,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
other,other,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
hourly_wage,Hourly wage,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
and_number_of_hours_worked,and number of hours worked,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
week_2,week_2,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
biweekly_2,biweekly_2,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
