field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
location_town,Location Town,W001,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W002,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
juvenile,Juvenile,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
now_comes_the_state_of_maine_by_and_through_counsel_namely,Now comes the State of Maine by and through counsel namely,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W005,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
printed_name_and_bar_number,Printed name and bar number,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pursuant_to_29a_mrs_24541_the_juvenile_as_a_result_of_the_operation_or_attempted,Pursuant to 29A MRS  24541 the juvenile as a result of the operation or attempted,W008,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
murder,Murder,W009,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
felony_murder_or,Felony murder or,W010,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
manslaughter_and_caused_the_death_of_a_human_being,Manslaughter and caused the death of a human being,W011,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
pursuant_to_29a_mrs_24542_the_juvenile_as_a_result_of_the_operation_or,Pursuant to 29A MRS  24542 the juvenile as a result of the operation or,W012,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
murder_2,Murder_2,W013,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
felony_murder_or_2,Felony murder or_2,W014,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
manslaughter,Manslaughter,W015,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
a_cmv,a CMV,W016,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
used_in_the_transport_of_hazardous_materials_andor,used in the transport of hazardous materials andor,W017,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
a_bus_carrying_15_passengers,a bus carrying 15 passengers,W018,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
3_date_of_offense_mmddyyyy,3 Date of offense mmddyyyy,W019,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
4_date_of_adjudicatory_hearing_mmddyyyy,4 Date of adjudicatory hearing mmddyyyy,W020,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
plea,plea,W021,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
court_finding,court finding,W022,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
6_juveniles_date_of_birth_mmddyyyy,6 Juveniles date of birth mmddyyyy,W023,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
