field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
in_re,IN RE,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W002,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W003,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
my_social_security_account_number_is,My Social Security account number is,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W007,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
petitioner,Petitioner,W009,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
respondent,Respondent,W010,text,text,party_attr,respondent,0,0,green,Y,,,case_dict,
text12,Text12,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text18,Text18,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text13,Text13,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text19,Text19,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text14,Text14,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text20,Text20,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text15,Text15,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text21,Text21,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text16,Text16,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text22,Text22,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text17,Text17,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text23,Text23,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
a_protective_custody_case_is_currently_pending_docket_no,A Protective Custody case is currently pending Docket No,W023,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
undefined_4,undefined_4,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
