field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
superior_court,Superior Court,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
district_court,District Court,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
county,County,W004,text,text,case_constant,county,0,0,green,Y,,,case_dict,
v,V,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W007,text,text,case_constant,county,0,0,green,Y,,,case_dict,
plaintiff,plaintiff,W008,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant_respectfully_requests_that_the_court_order_the_following_persons_to_participate,defendant respectfully requests that the court order the following persons to participate,W009,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
in_foreclosure_mediation_include_mailing_address_1,in foreclosure mediation include mailing address 1,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
in_foreclosure_mediation_include_mailing_address_2,in foreclosure mediation include mailing address 2,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
in_foreclosure_mediation_include_mailing_address_3,in foreclosure mediation include mailing address 3,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
in_foreclosure_mediation_include_mailing_address_4,in foreclosure mediation include mailing address 4,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
plaintiff_2,plaintiff_2,W014,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant_believes_the_participation_of_thisthese_persons_is_necessary_for_effective,defendant believes the participation of thisthese persons is necessary for effective,W015,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
mediation_because_1,mediation because 1,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mediation_because_2,mediation because 2,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mediation_because_3,mediation because 3,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mediation_because_4,mediation because 4,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
plaintiff_3,plaintiff_3,W020,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant_requests_that_thisthese_persons_be_required_to_exchange_the_following,defendant requests that thisthese persons be required to exchange the following,W021,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
information_with_the_court_and_parties_before_mediation_1,information with the court and parties before mediation 1,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
information_with_the_court_and_parties_before_mediation_2,information with the court and parties before mediation 2,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
information_with_the_court_and_parties_before_mediation_3,information with the court and parties before mediation 3,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
information_with_the_court_and_parties_before_mediation_4,information with the court and parties before mediation 4,W025,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
information_with_the_court_and_parties_before_mediation_5,information with the court and parties before mediation 5,W026,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_mediator_assigned_to_this_case_recommends_that_thisthese_persons_be_required_to_participate,The mediator assigned to this case recommends that thisthese persons be required to participate,W027,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_mediator_assigned_to_this_case_recommends_that_thisthese_persons_be_required_to_participate_dup1,The mediator assigned to this case recommends that thisthese persons be required to participate,W028,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W029,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W030,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
plaintiff_2,Plaintiff_2,W031,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant,Defendant,W032,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
text1,Text1,W033,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
