field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
location,LOCATION,W001,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no_2,Docket No_2,W002,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
in_re,IN RE,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1_name_of_petitioner,1 Name of petitioner,W004,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
2_address_and_telephone_number_of_petitioner_include_physical_address_if_different_1,2 Address and telephone number of petitioner Include physical address if different 1,W005,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
2_address_and_telephone_number_of_petitioner_include_physical_address_if_different_2,2 Address and telephone number of petitioner Include physical address if different 2,W006,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
3_relationship_of_petitioner_to_minor_child,3 Relationship of petitioner to minor child,W007,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
4_name_of_copetitioner,4 Name of copetitioner,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
5_address_and_telephone_number_of_petitioner_include_physical_address_if_different_1,5 Address and telephone number of petitioner Include physical address if different 1,W009,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
5_address_and_telephone_number_of_petitioner_include_physical_address_if_different_2,5 Address and telephone number of petitioner Include physical address if different 2,W010,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
6_relationship_of_copetitioner_to_minor_child,6 Relationship of copetitioner to minor child,W011,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
birth_certificate_of_minor,Birth certificate of minor,W012,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
divorce_judgment_if_any_including_any_modifications,Divorce Judgment if any including any modifications,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
court_order_pertaining_to_custody_of_the_child_if_any_including_any_modifications,Court order pertaining to custody of the child if any including any modifications,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
death_certificate_of_deceased_custodian_if_any,Death certificate of deceased custodian if any,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
8_full_legal_name_of_minor_include_middle_name_if_any,8 Full legal name of minor include middle name if any,W016,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
9_date_of_birth_of_minor,9 Date of birth of minor,W017,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
10_the_minor_currently_resides_at_the_following_address_1,10 The minor currently resides at the following address 1,W018,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
10_the_minor_currently_resides_at_the_following_address_2,10 The minor currently resides at the following address 2,W019,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
11_petitioner_wishes_to_change_the_minors_name_to_include_middle_name_if_any,11 Petitioner wishes to change the minors name to include middle name if any,W020,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
12_petitioner_wishes_to_change_the_minors_name_for_the_following_reasons_1,12 Petitioner wishes to change the minors name for the following reasons 1,W021,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
12_petitioner_wishes_to_change_the_minors_name_for_the_following_reasons_2,12 Petitioner wishes to change the minors name for the following reasons 2,W022,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
12_petitioner_wishes_to_change_the_minors_name_for_the_following_reasons_3,12 Petitioner wishes to change the minors name for the following reasons 3,W023,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
12_petitioner_wishes_to_change_the_minors_name_for_the_following_reasons_4,12 Petitioner wishes to change the minors name for the following reasons 4,W024,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
12_petitioner_wishes_to_change_the_minors_name_for_the_following_reasons_5,12 Petitioner wishes to change the minors name for the following reasons 5,W025,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
dated,Dated,W026,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
signature_electronic_or_actual,signature electronic or actual,W027,text,text,signature,signature,1,53,orange,,,Y,wet_ink,
dated_2,Dated_2,W028,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
signature_electronic_or_actual_1,signature electronic or actual 1,W029,text,text,signature,signature,1,53,orange,,,Y,wet_ink,
name_2,Name_2,W030,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
1_2,1_2,W031,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
2_2,2_2,W032,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
phone_number_2,Phone Number_2,W033,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
email_2,Email_2,W034,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
signature_electronic_or_actual_2,signature electronic or actual 2,W035,text,text,signature,signature,1,53,orange,,,Y,wet_ink,
name,Name,W036,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
1,1,W037,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
2,2,W038,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
phone_number,Phone Number,W039,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
email,Email,W040,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
petitioner,petitioner,W041,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
co_petitioner,co petitioner,W042,text,text,party_attr,petitioner,1,0,green,Y,,,case_dict,
