field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
citation_no,Citation No,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v,v,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
violations,violations,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_violations_iwish_to_amendare,The violations Iwish to amendare,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
amendment,amendment,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
iwouldlike_to_amendthe_violations_to_read,Iwouldlike to amendthe violations to read,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reason,reason,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_reason_for_this_requestis,The reason for this requestis,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date1,date1,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
printed_name,printed name,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
agency_department,agency/department,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mailing_address,mailing address,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
phone,phone,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box6,Check Box6,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box7,Check Box7,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date,date,W016,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
