field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
location,Location,W001,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no_2,Docket No_2,W002,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
following_email_address,following email address,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
full_name_first_middle_last,Full name first middle last,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
aliases_including_maiden_name,Aliases including maiden name,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_mmddyyyy,Date of birth mmddyyyy,W006,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
mailing_address,Mailing address,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date,Date,W008,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_2,Date_2,W010,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
text2,Text2,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_1,Address 1,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_2,Address 2,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
phone_number,Phone number,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
