field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county,County,W001,text,text,case_constant,county,0,0,green,Y,,,case_dict,
unified_criminal_docket,UNIFIED CRIMINAL DOCKET,W002,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
superior_court,SUPERIOR COURT,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
district_court,DISTRICT COURT,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location,Location,W005,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W006,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
petitioner,Petitioner,W007,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
dob,DOB,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
superior_courtunified_criminal_docket_in,Superior CourtUnified Criminal Docket in,W009,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
district_court_in,District Court in,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
county_dup1,County,W011,text,text,case_constant,county,0,0,green,Y,,,case_dict,
town_or_city,town or city,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
docket_no,docket no,W013,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
date_of_judgment,date of judgment,W014,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
name_judge_justice,name Judge/Justice,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
charges_1,Charges 1,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
charges_2,Charges 2,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
charges_3,Charges 3,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pleas_1,Pleas 1,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pleas_2,Pleas 2,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pleas_3,Pleas 3,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
sentence_1,sentence 1,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
charge_1,charge 1,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
