field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
filing_fee_6500_or,FILING FEE 6500 or,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
cv067191_application_to_proceed_without_payment_of_fees_and_financial_affidavit,CV067191 Application to Proceed Without Payment of Fees and Financial Affidavit,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
fm002_family_and_probate_matter_summary_sheet,FM002 Family and Probate Matter Summary Sheet,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pb004_social_security_number_confidential_disclosure_form,PB004 Social Security Number Confidential Disclosure Form,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pb003_jurisdictional_affidavit,PB003 Jurisdictional Affidavit,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
ad001_petition_for_adoption_and_change_of_name,AD001 Petition for Adoption and Change of Name,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
ad007_confidential_statement_to_accompany_petition_for_adoption,AD007 Confidential Statement to Accompany Petition for Adoption,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
certified_copy_of_adoptees_birth_certificate_or_delayed_birth_registration,Certified Copy of Adoptees Birth Certificate or delayed birth registration,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pb008_summons_adoption_guardianship_and_name_change_with_proof_of_service_acknowledgement,PB008 Summons Adoption Guardianship and Name Change with proof of service acknowledgement,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
ad012_petition_to_terminate_parental_rights_if_responding_parent_is_not_signing_a_consent_with_proof_of,AD012 Petition to Terminate Parental Rights if responding parent is not signing a consent with proof of,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
ad008_report_of_disbursements_not_applicable_if_one_of_the_petitioners_is_a_blood_relative_of_the_minor,AD008 Report of Disbursements not applicable if one of the petitioners is a blood relative of the minor,W011,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
ad009_certificate_of_counseling_for_parent_if_the_responding_parent_intends_to_consent_to_the_adoption,AD009 Certificate of Counseling for Parent if the responding parent intends to consent to the adoption,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
marriage_certificate_if_applicable_and_not_included_in_the_home_study,Marriage Certificate if applicable and not included in the Home Study,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
divorce_decrees_if_applicable,Divorce Decrees if applicable,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
home_study_unless_waived_by_the_court_because_the_petitioner_is_a_relative_of_the_child_or_the_spouse_or,Home Study unless waived by the court because the petitioner is a relative of the child or the spouse or,W015,text,text,party_attr,petitioner,0,0,green,Y,,,case_dict,
