field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
filing_fee_50_or_cv067191_application_to_proceed_without_payment_of_fees_and_financial_affidavit,FILING FEE 50 or CV067191 Application to Proceed Without Payment of Fees and Financial Affidavit,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
fm002_family_and_probate_matter_summary_sheet,FM002 Family and Probate Matter Summary Sheet,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pb004_social_security_number_confidential_disclosure_forms,PB004 Social Security Number Confidential Disclosure Forms,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pb003_jurisdictional_affidavit,PB003 Jurisdictional Affidavit,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
petition_check_one,Petition check one,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
gs001_petition_for_appointment_of_guardian_of_minor,GS001 Petition for Appointment of Guardian of Minor,W006,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
gs003_motion_for_appointment_of_guardian_of_minor_on_an_emergency_basis,GS003 Motion for Appointment of Guardian of Minor on an Emergency Basis,W007,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
gs009_petition_for_modificationterminationremovalresignation_of_guardianship,GS009 Petition for ModificationTerminationRemovalResignation of Guardianship,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
gs008_acceptance_of_appointment_by_guardian_of_minor,GS008 Acceptance of Appointment by Guardian of Minor,W009,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
if_the_court_makes_an_exparte_appointment_the_petitioners_must_provide_notice_of_the_following_to_all,If the Court makes an exparte appointment the petitioners must provide notice of the following to all,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
gs004_order_appointing_guardian_of_minor_on_an_emergency_basis,GS004 Order Appointing Guardian of Minor on an Emergency Basis,W011,text,text,party_attr,minor,0,0,green,Y,,,case_dict,
gs013_letters_of_guardianship,GS013 Letters of Guardianship,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
gs005_notice_of_appointment_and_order_setting_hearing_on_petition_for_appointment_of_guardian,GS005 Notice of Appointment and Order Setting Hearing on Petition for Appointment of Guardian,W013,text,text,party_attr,guardian,0,0,green,Y,,,case_dict,
if_the_court_does_not_make_an_exparte_appointment_the_petitioners_must_provide_notice_of_the_gs,If the Court does not make an exparte appointment the petitioners must provide notice of the GS,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
gs006_affidavit_of_notice_to_be_reviewed_by_the_judge,GS006 Affidavit of Notice to be reviewed by the Judge,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pb008_summons_adoption_guardianship_and_name_change_with_proof_of_service_acknowledgement,PB008 Summons Adoption Guardianship and Name Change with Proof of Service acknowledgement,W016,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
proof_of_service_check_all_that_apply,Proof of Service check all that apply,W017,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
minor_aged_14_or_over,Minor aged 14 or over,W018,text,text,party_attr,minor,1,0,green,Y,,,case_dict,
primary_caretaker_during_previous_60_days,Primary caretaker during previous 60 days,W019,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
any_living_parent_or_if_none_the_nearest_kinship_adult_that_can_be_found,Any living parent or if none the nearest kinship adult that can be found,W020,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
any_person_nominated_to_be_guardian_by_the_minor,Any person nominated to be guardian by the minor,W021,text,text,party_attr,minor,1,0,green,Y,,,case_dict,
any_appointee_of_a_parent_whose_appointment_has_not_been_prevented_or_terminated,Any appointee of a parent whose appointment has not been prevented or terminated,W022,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
any_guardian_or_conservator_currently_acting_for_the_minor_in_this_state_or_anywhere_else,Any guardian or conservator currently acting for the minor in this state or anywhere else,W023,text,text,party_attr,minor,1,0,green,Y,,,case_dict,
gs016_child_support_affidavit,GS016 Child Support Affidavit,W024,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
gs017_child_support_worksheet,GS017 Child Support Worksheet,W025,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
fm052_federal_affidavit_if_the_responding_party_does_not_appear_at_the_final_hearing,FM052 Federal Affidavit if the responding party does not appear at the final hearing,W026,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
