field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant,Defendant,W002,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
location_town,Location Town,W003,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W004,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
i,I,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_request_the_clerk_to_arrange_for_service_of_the_choose_one,I request the clerk to arrange for service of the choose one,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
statement_of_claim,Statement of Claim,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_service_address_for_the_defendant_is,The service address for the defendant is,W008,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
i_swear_under_penalty_of_perjury_that_the_above_statements_are_true_and_correct_i_understand_that_these,I swear under penalty of perjury that the above statements are true and correct I understand that these,W009,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W010,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
undefined,undefined,W011,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
printed_name_of_affiant,Printed Name of Affiant,W012,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
1,1,W013,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
2,2,W014,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
3,3,W015,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
personally_appeared_the_abovenamed,Personally appeared the abovenamed,W016,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
