field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
juvenile,Juvenile,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W002,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W003,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
the_abovenamed_juvenile_whose_date_of_birth_is_mmddyyyy,The abovenamed juvenile whose date of birth is mmddyyyy,W004,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
check_box1,Check Box1,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box2,Check Box2,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box3,Check Box3,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_department_of_corrections_because_the_disposition_involved_either_commitment_to_the,The Department of Corrections because the disposition involved either commitment to the,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_office_of_the_prosecuting_attorney_because_the_disposition_included_a_payment_of_restitution,The office of the prosecuting attorney because the disposition included a payment of restitution,W009,text,text,party_attr,attorney,0,0,green,Y,,,case_dict,
the_juvenile_or_the_juveniles_attorney,The juvenile or the juveniles attorney,W010,text,text,party_attr,attorney,0,0,green,Y,,,case_dict,
if_this_notice_is_being_filed_by_the_juvenile_or_the_juveniles_attorney_the_attorney_served_a_copy_of_this,If this notice is being filed by the juvenile or the juveniles attorney the attorney served a copy of this,W011,text,text,party_attr,attorney,0,0,green,Y,,,case_dict,
notice_on_the_office_of_the_prosecuting_attorney_on_mmddyyyy,notice on the office of the prosecuting attorney on mmddyyyy,W012,text,text,party_attr,attorney,0,0,green,Y,,,case_dict,
date_mmddyyyy,Date mmddyyyy,W013,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
printed_name,Printed Name,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
bar_number_if_applicable,Bar Number if applicable,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_1,Address 1,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_2,Address 2,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
telephone,Telephone,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
email,Email,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
