field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
superior_court,Superior Court,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
district_court,District Court,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
county,County,W004,text,text,case_constant,county,0,0,green,Y,,,case_dict,
location_town,Location Town,W005,text,text,case_constant,county,0,0,green,Y,,,case_dict,
defendant,Defendant,W006,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
docket_no,Docket No,W007,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
this_is_to_notify_you_that_the_above_matter_has_been_scheduled_for,This is to notify you that the above matter has been scheduled for,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
on_mmddyyyy,on mmddyyyy,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
at,at,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
am,am,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
pm_at_the_above_named_court,pm at the above named court,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W014,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
